Date,Incident Type,State,LSTM Predictions,XGBoost Predictions,Hybrid Predictions,Latitude,Longitude,yhat,yhat_lower,yhat_upper
4/1/25,Severe Storm,AR,21.139328,12.025476,16.582401,-34.9964963,-64.9672817,14.64018930829836,7.3238566261618105,21.81032222324215
5/1/25,Severe Storm,AR,21.932789,23.194302,22.563545,-34.9964963,-64.9672817,33.054639591967344,25.78164282177485,40.368719951473004
6/1/25,Severe Storm,AR,22.417961,11.007469,16.712715,-34.9964963,-64.9672817,,,
7/1/25,Severe Storm,AR,22.46684,5.1758485,13.821344,-34.9964963,-64.9672817,,,
8/1/25,Severe Storm,AR,22.525558,5.1758485,13.850703,-34.9964963,-64.9672817,,,
9/1/25,Severe Storm,AR,22.623055,6.0236354,14.323345,-34.9964963,-64.9672817,,,
10/1/25,Severe Storm,AR,22.688204,10.995066,16.841635,-34.9964963,-64.9672817,,,
11/1/25,Severe Storm,AR,22.72025,10.995066,16.857658,-34.9964963,-64.9672817,,,
12/1/25,Severe Storm,AR,22.732365,33.71201,28.222187,-34.9964963,-64.9672817,,,
1/1/25,Severe Storm,KS,26.754757,19.831245,23.293001,38.27312,-98.5821872,20.033095432331024,-1.347349537,39.95037365214411
2/1/25,Severe Storm,KS,25.267036,20.4221,22.844568,38.27312,-98.5821872,36.98453128985045,19.47072712,55.566206507261334
3/1/25,Severe Storm,KS,25.74772,18.651115,22.199417,38.27312,-98.5821872,76.80366307601045,56.62516007852723,97.58845658799528
4/1/25,Severe Storm,KS,26.6196,14.370484,20.495043,38.27312,-98.5821872,-2.752604982,-23.38460626,17.634082563941625
5/1/25,Severe Storm,KS,27.373741,14.521154,20.947449,38.27312,-98.5821872,12.388032233657427,-7.608039199,33.03784196317669
6/1/25,Severe Storm,KS,27.921629,21.331402,24.626514,38.27312,-98.5821872,35.84015043405688,15.93393252959039,55.41819615964442
7/1/25,Severe Storm,KS,28.019943,20.818514,24.419228,38.27312,-98.5821872,24.480131815769216,4.174165560690783,43.97514318106115
8/1/25,Severe Storm,KS,28.198511,20.85405,24.52628,38.27312,-98.5821872,19.00842023610364,-1.765647076,37.81853909225973
9/1/25,Severe Storm,KS,28.347204,9.298664,18.822933,38.27312,-98.5821872,9.480857831014863,-10.10575704,29.308130195131454
10/1/25,Severe Storm,KS,28.448456,11.816211,20.132334,38.27312,-98.5821872,,,
11/1/25,Severe Storm,KS,28.511627,2.1752398,15.343433,38.27312,-98.5821872,,,
12/1/25,Severe Storm,KS,28.549168,4.7894573,16.669312,38.27312,-98.5821872,,,
1/1/25,Severe Storm,KY,26.861,23.184769,25.022884,19.703182249999998,-79.91746272,,,
2/1/25,Severe Storm,KY,24.56542,23.184769,23.875095,19.703182249999998,-79.91746272,94.28560208581598,67.55259167705124,121.70602309125704
3/1/25,Severe Storm,KY,26.31354,23.184769,24.749153,19.703182249999998,-79.91746272,56.235026224115124,29.67375545946459,83.19722906397499
4/1/25,Severe Storm,KY,24.699747,55.608814,40.15428,19.703182249999998,-79.91746272,33.42725677684331,6.983462884807966,62.02899572762587
5/1/25,Severe Storm,KY,25.675604,57.213886,41.444744,19.703182249999998,-79.91746272,35.26676264042715,8.02741168,59.90038885818146
6/1/25,Severe Storm,KY,30.688208,56.91926,43.803734,19.703182249999998,-79.91746272,46.79748837836765,18.922175415519938,74.79203269277069
7/1/25,Severe Storm,KY,30.681835,33.598064,32.13995,19.703182249999998,-79.91746272,39.92748685436897,11.572682235903653,67.72989336510832
8/1/25,Severe Storm,KY,30.509912,33.964478,32.237194,19.703182249999998,-79.91746272,23.431065554832077,-4.121013378,52.18949882654815
9/1/25,Severe Storm,KY,30.37636,33.81224,32.0943,19.703182249999998,-79.91746272,18.594185505807157,-9.352651636,45.01140313337512
10/1/25,Severe Storm,KY,30.132215,35.53253,32.832375,19.703182249999998,-79.91746272,38.29533775072947,9.941267490835509,65.24052542743713
11/1/25,Severe Storm,KY,29.914381,35.53253,32.723457,19.703182249999998,-79.91746272,-277.0895145,-304.2054391,-250.9970839
12/1/25,Severe Storm,KY,29.935446,28.683348,29.309397,19.703182249999998,-79.91746272,5.588812895526679,-20.92100869,31.84986906821622
1/1/25,Severe Storm,MO,33.302658,114.50499,73.903824,44.5384728,10.935960870530739,-3.756815289,-30.11456845,21.971248425401367
